date,open,high,low,close,adjclose,volume
2019-08-29,56.900001525878906,57.0,56.56999969482422,56.90999984741211,56.90999984741211,95267.0
2019-08-30,57.18000030517578,57.349998474121094,56.709999084472656,57.099998474121094,57.099998474121094,41709.0
2019-09-03,58.0,58.0,56.5,56.5,56.5,26985.0
2019-09-04,52.400001525878906,56.84000015258789,52.400001525878906,56.779998779296875,56.779998779296875,64356.0
2019-09-05,56.54999923706055,57.040000915527344,56.43000030517578,56.86000061035156,56.86000061035156,63221.0
2019-09-06,56.5,57.27000045776367,55.0,57.09000015258789,57.09000015258789,208163.0
2019-09-09,57.95000076293945,57.95000076293945,52.52000045776367,57.849998474121094,57.849998474121094,23935.0
2019-09-11,57.650001525878906,58.290000915527344,57.599998474121094,58.20000076293945,58.20000076293945,107699.0
2019-09-12,58.130001068115234,58.689998626708984,58.130001068115234,58.18000030517578,58.18000030517578,3675.0
2019-09-13,57.29999923706055,58.4900016784668,57.29999923706055,58.47999954223633,58.47999954223633,30271.0
2019-09-16,57.81999969482422,58.599998474121094,57.81999969482422,58.38999938964844,58.38999938964844,24179.0
2019-09-17,52.0,58.65999984741211,52.0,57.15999984741211,57.15999984741211,57757.0
2019-09-18,56.9900016784668,57.81999969482422,56.9900016784668,57.540000915527344,57.540000915527344,30171.0
2019-09-19,53.0,57.400001525878906,53.0,56.470001220703125,56.470001220703125,60926.0
2019-09-20,56.09000015258789,63.650001525878906,56.09000015258789,59.90999984741211,59.90999984741211,191697.0
2019-09-23,52.0,63.0,52.0,61.59000015258789,61.59000015258789,10121590.0
2019-09-24,56.65999984741211,61.54999923706055,56.65999984741211,61.189998626708984,61.189998626708984,351983.0
2019-09-25,61.0,61.0,59.95000076293945,60.0,60.0,32695.0
2019-09-26,57.20000076293945,60.75,57.20000076293945,60.75,60.75,7896.0
2019-09-27,60.619998931884766,60.790000915527344,60.16999816894531,60.220001220703125,60.220001220703125,88119.0
2019-09-30,60.0,60.0,59.0,59.41999816894531,59.41999816894531,26320.0
2019-10-01,59.59000015258789,59.709999084472656,57.720001220703125,58.040000915527344,58.040000915527344,86740.0
2019-10-03,58.0,58.47999954223633,57.79999923706055,58.41999816894531,58.41999816894531,24106.0
2019-10-04,58.68000030517578,58.709999084472656,57.70000076293945,58.0099983215332,58.0099983215332,313733.0
2019-10-07,58.099998474121094,58.099998474121094,57.29999923706055,57.4900016784668,57.4900016784668,58431.0
2019-10-09,57.33000183105469,58.5,57.150001525878906,58.4900016784668,58.4900016784668,61991.0
2019-10-10,57.790000915527344,58.4900016784668,57.54999923706055,57.84000015258789,57.84000015258789,12953.0
2019-10-11,57.630001068115234,58.20000076293945,57.47999954223633,57.970001220703125,57.970001220703125,7821.0
2019-10-14,57.709999084472656,58.470001220703125,57.709999084472656,58.08000183105469,58.08000183105469,9505.0
2019-10-15,58.0,58.439998626708984,57.70000076293945,58.08000183105469,58.08000183105469,239599.0
2019-10-16,58.0,58.61000061035156,58.0,58.0,58.0,19908.0
2019-10-17,58.2400016784668,59.0,58.2400016784668,58.91999816894531,58.91999816894531,24471.0
2019-10-18,59.45000076293945,60.189998626708984,59.45000076293945,60.15999984741211,60.15999984741211,21753.0
2019-10-22,60.439998626708984,60.5099983215332,59.72999954223633,60.11000061035156,60.11000061035156,29892.0
2019-10-23,60.16999816894531,60.529998779296875,60.0,60.08000183105469,60.08000183105469,37239.0
2019-10-24,60.5,60.560001373291016,59.970001220703125,60.099998474121094,60.099998474121094,264651.0
2019-10-25,60.04999923706055,60.5,58.099998474121094,60.04999923706055,60.04999923706055,22151.0
2019-10-27,60.5,61.93000030517578,60.5,61.25,61.25,1925.0
2019-10-29,60.63999938964844,61.5,60.58000183105469,61.0,61.0,56342.0
2019-10-30,62.0,63.29999923706055,60.849998474121094,61.5,61.5,30317.0
2019-10-31,62.0,63.0,61.5,62.0,62.0,46826.0
2019-11-01,61.709999084472656,62.7400016784668,61.709999084472656,61.709999084472656,61.709999084472656,36444.0
2019-11-04,62.79999923706055,63.0,62.18000030517578,62.38999938964844,62.38999938964844,7081.0
2019-11-05,63.0,63.0,61.52000045776367,62.0,62.0,36794.0
2019-11-06,61.279998779296875,62.4900016784668,61.279998779296875,61.63999938964844,61.63999938964844,119583.0
2019-11-07,61.540000915527344,62.36000061035156,61.540000915527344,62.34000015258789,62.34000015258789,21438.0
2019-11-08,62.2599983215332,62.38999938964844,61.77000045776367,61.84000015258789,61.84000015258789,13705.0
2019-11-11,62.029998779296875,62.209999084472656,61.5,61.70000076293945,61.70000076293945,502324.0
2019-11-13,62.20000076293945,62.20000076293945,60.810001373291016,61.4900016784668,61.4900016784668,318397.0
2019-11-14,61.400001525878906,61.810001373291016,61.25,61.59000015258789,61.59000015258789,113829.0
2019-11-15,61.369998931884766,62.099998474121094,61.369998931884766,61.58000183105469,61.58000183105469,120544.0
2019-11-18,62.209999084472656,62.40999984741211,61.599998474121094,62.06999969482422,62.06999969482422,86165.0
2019-11-19,62.2599983215332,62.459999084472656,61.91999816894531,62.09000015258789,62.09000015258789,280026.0
2019-11-20,62.16999816894531,62.66999816894531,62.150001525878906,62.2599983215332,62.2599983215332,446776.0
2019-11-21,62.5,62.65999984741211,61.79999923706055,61.79999923706055,61.79999923706055,324178.0
2019-11-22,61.77000045776367,62.380001068115234,61.41999816894531,62.119998931884766,62.119998931884766,8656089.0
2019-11-25,62.29999923706055,62.720001220703125,62.0,62.650001525878906,62.650001525878906,483639.0
2019-11-26,62.68000030517578,62.959999084472656,62.02000045776367,62.02000045776367,62.02000045776367,201566.0
2019-11-27,62.400001525878906,62.54999923706055,62.04999923706055,62.369998931884766,62.369998931884766,469548.0
2019-11-28,62.5,63.25,62.5,63.2400016784668,63.2400016784668,434147.0
2019-11-29,63.5,63.630001068115234,62.849998474121094,63.40999984741211,63.40999984741211,663907.0
2019-12-02,66.51000213623047,66.51000213623047,62.65999984741211,62.689998626708984,62.689998626708984,2248216.0
2019-12-03,62.849998474121094,63.0,62.099998474121094,62.43000030517578,62.43000030517578,181605.0
2019-12-04,62.04999923706055,62.849998474121094,62.04999923706055,62.529998779296875,62.529998779296875,540197.0
2019-12-05,62.86000061035156,62.95000076293945,62.27000045776367,62.70000076293945,62.70000076293945,144380.0
2019-12-06,62.70000076293945,62.709999084472656,61.43000030517578,61.75,61.75,34052.0
2019-12-09,61.81999969482422,62.33000183105469,61.58000183105469,61.66999816894531,61.66999816894531,64481.0
2019-12-10,61.869998931884766,61.869998931884766,61.16999816894531,61.220001220703125,61.220001220703125,41799.0
2019-12-11,66.51000213623047,66.51000213623047,60.95000076293945,61.29999923706055,61.29999923706055,164542.0
2019-12-12,62.9900016784668,64.4000015258789,60.099998474121094,62.0099983215332,62.0099983215332,259111.0
2019-12-13,62.15999984741211,62.470001220703125,62.15999984741211,62.2400016784668,62.2400016784668,132552.0
2019-12-16,62.61000061035156,62.61000061035156,62.25,62.349998474121094,62.349998474121094,22480.0
2019-12-17,62.400001525878906,62.63999938964844,62.31999969482422,62.630001068115234,62.630001068115234,53409.0
2019-12-18,62.599998474121094,62.599998474121094,62.15999984741211,62.41999816894531,62.41999816894531,40777.0
2019-12-19,62.029998779296875,62.599998474121094,62.029998779296875,62.54999923706055,62.54999923706055,418267.0
2019-12-20,62.709999084472656,62.709999084472656,62.209999084472656,62.36000061035156,62.36000061035156,33456.0
2019-12-23,62.779998779296875,62.779998779296875,62.20000076293945,62.43000030517578,62.43000030517578,42039.0
2019-12-24,62.43000030517578,62.459999084472656,62.09000015258789,62.369998931884766,62.369998931884766,76211.0
2019-12-26,62.470001220703125,62.5,62.08000183105469,62.380001068115234,62.380001068115234,54114.0
2019-12-27,62.2599983215332,63.18000030517578,62.25,63.0,63.0,41741.0
2019-12-30,62.900001525878906,67.9000015258789,61.0,64.19000244140625,64.19000244140625,135799.0
2019-12-31,63.41999816894531,63.52000045776367,63.20000076293945,63.31999969482422,63.31999969482422,886761.0
2020-01-01,63.70000076293945,63.70000076293945,63.15999984741211,63.599998474121094,63.599998474121094,53121.0
2020-01-02,63.849998474121094,64.37000274658203,63.5,64.33999633789062,64.33999633789062,21256.0
2020-01-03,64.0,64.44999694824219,63.849998474121094,64.05000305175781,64.05000305175781,50563.0
2020-01-06,63.59000015258789,63.59000015258789,62.5099983215332,62.66999816894531,62.66999816894531,97467.0
2020-01-07,63.5,63.65999984741211,62.65999984741211,63.2599983215332,63.2599983215332,127796.0
2020-01-08,62.66999816894531,63.31999969482422,62.63999938964844,63.310001373291016,63.310001373291016,50932.0
2020-01-09,64.0,64.30000305175781,63.900001525878906,63.970001220703125,63.970001220703125,278033.0
2020-01-10,64.0,64.77999877929688,64.0,64.44000244140625,64.44000244140625,66191.0
2020-01-13,64.83999633789062,64.95999908447266,64.4000015258789,64.73999786376953,64.73999786376953,393759.0
2020-01-14,65.08000183105469,65.08999633789062,64.44000244140625,65.0,65.0,40793.0
2020-01-15,52.099998474121094,65.91999816894531,52.099998474121094,65.83999633789062,65.83999633789062,220200.0
2020-01-16,66.38999938964844,66.45999908447266,65.86000061035156,66.18000030517578,66.18000030517578,281567.0
2020-01-17,66.54000091552734,66.87000274658203,66.0999984741211,66.72000122070312,66.72000122070312,36695.0
2020-01-20,66.43000030517578,67.12000274658203,66.12999725341797,66.37999725341797,66.37999725341797,193921.0
2020-01-21,66.36000061035156,66.47000122070312,65.94999694824219,66.2699966430664,66.2699966430664,85652.0
2020-01-22,66.87999725341797,66.87999725341797,65.91999816894531,66.05999755859375,66.05999755859375,89498.0
2020-01-23,67.5999984741211,68.5,65.94000244140625,67.05999755859375,67.05999755859375,130936.0
2020-01-24,67.0,67.68000030517578,67.0,67.58999633789062,67.58999633789062,240553.0
2020-01-27,67.19999694824219,69.30000305175781,67.0999984741211,67.43000030517578,67.43000030517578,55610.0
2020-01-28,67.0,67.75,67.0,67.41000366210938,67.41000366210938,72224.0
2020-01-29,67.94999694824219,67.98999786376953,67.19999694824219,67.45999908447266,67.45999908447266,32659.0
2020-01-30,67.05999755859375,67.55000305175781,66.69999694824219,67.01000213623047,67.01000213623047,115497.0
2020-01-31,67.0,67.3499984741211,66.44999694824219,66.79000091552734,66.79000091552734,882105.0
2020-02-03,66.0,68.19999694824219,64.95999908447266,65.91999816894531,65.91999816894531,138883.0
2020-02-04,66.05000305175781,66.62000274658203,65.94999694824219,66.51000213623047,66.51000213623047,321355.0
2020-02-05,66.5,67.37999725341797,66.5,67.0999984741211,67.0999984741211,54114.0
2020-02-06,67.25,67.69999694824219,67.0,67.56999969482422,67.56999969482422,45675.0
2020-02-07,67.4000015258789,68.08999633789062,67.33999633789062,68.04000091552734,68.04000091552734,146163.0
2020-02-10,68.16999816894531,68.16999816894531,67.30000305175781,67.3499984741211,67.3499984741211,10235.0
2020-02-11,68.19000244140625,68.19000244140625,67.44999694824219,67.68000030517578,67.68000030517578,47047.0
2020-02-12,75.0,75.0,67.19999694824219,67.5,67.5,38650.0
2020-02-13,67.56999969482422,67.56999969482422,67.0,67.44000244140625,67.44000244140625,105078.0
2020-02-14,67.4000015258789,67.72000122070312,66.9800033569336,67.08000183105469,67.08000183105469,19585.0
2020-02-17,67.25,67.30000305175781,66.16000366210938,66.30000305175781,66.30000305175781,71914.0
2020-02-18,66.8499984741211,68.0,65.0999984741211,66.05999755859375,66.05999755859375,76749.0
2020-02-19,67.5,67.5,66.18000030517578,66.95999908447266,66.95999908447266,56010.0
2020-02-20,68.5999984741211,69.0,67.05000305175781,67.45999908447266,67.45999908447266,15705.0
2020-02-24,69.0,69.30000305175781,66.0199966430664,66.0999984741211,66.0999984741211,39834.0
2020-02-25,67.80000305175781,68.0,65.94000244140625,66.1500015258789,66.1500015258789,168259.0
2020-02-26,65.69999694824219,65.9800033569336,65.0999984741211,65.3499984741211,65.3499984741211,40448.0
2020-02-27,67.0,67.19999694824219,64.25,64.86000061035156,64.86000061035156,69265.0
2020-02-28,65.9000015258789,66.0,62.099998474121094,62.56999969482422,62.56999969482422,484599.0
2020-03-02,64.0,65.0,62.0,62.560001373291016,62.560001373291016,1034484.0
2020-03-03,65.0,65.0,62.650001525878906,63.59000015258789,63.59000015258789,143721.0
2020-03-04,64.19999694824219,64.5,61.81999969482422,62.599998474121094,62.599998474121094,2274342.0
2020-03-05,63.599998474121094,63.599998474121094,62.29999923706055,62.959999084472656,62.959999084472656,47175.0
2020-03-06,62.900001525878906,64.9000015258789,60.209999084472656,61.720001220703125,61.720001220703125,163133.0
2020-03-09,63.95000076293945,69.4000015258789,58.5,64.52999877929688,64.52999877929688,142578.0
2020-03-11,63.400001525878906,63.400001525878906,57.5,58.65999984741211,58.65999984741211,459113.0
2020-03-12,55.0,61.400001525878906,48.75,54.220001220703125,54.220001220703125,529986.0
2020-03-13,68.0,68.0,47.099998474121094,54.810001373291016,54.810001373291016,282144.0
2020-03-16,54.0,55.0,52.0,52.7400016784668,52.7400016784668,74131.0
2020-03-17,53.5,54.970001220703125,51.7599983215332,52.310001373291016,52.310001373291016,64721.0
2020-03-18,52.5,54.97999954223633,48.29999923706055,48.4900016784668,48.4900016784668,77064.0
2020-03-19,48.0,60.84000015258789,43.70000076293945,56.13999938964844,56.13999938964844,309661.0
2020-03-20,56.13999938964844,56.13999938964844,46.0,49.0,49.0,377828.0
2020-03-23,46.560001373291016,53.0,42.11000061035156,42.4900016784668,42.4900016784668,232105.0
2020-03-24,49.0,49.0,41.22999954223633,43.47999954223633,43.47999954223633,256953.0
2020-03-25,44.5,48.0,40.5,41.88999938964844,41.88999938964844,890141.0
2020-03-26,46.59000015258789,50.7599983215332,44.0,47.06999969482422,47.06999969482422,41205.0
2020-03-27,47.06999969482422,48.9900016784668,43.0,45.349998474121094,45.349998474121094,105576.0
2020-03-30,45.95000076293945,45.95000076293945,42.95000076293945,43.880001068115234,43.880001068115234,36958.0
2020-03-31,46.970001220703125,46.97999954223633,43.25,46.70000076293945,46.70000076293945,86729.0
2020-04-01,46.630001068115234,49.400001525878906,44.849998474121094,48.36000061035156,48.36000061035156,56536.0
2020-04-03,47.5,48.0,43.099998474121094,44.63999938964844,44.63999938964844,214117.0
2020-04-07,45.599998474121094,47.0,45.15999984741211,45.41999816894531,45.41999816894531,95295.0
2020-04-08,45.47999954223633,47.220001220703125,43.5,46.869998931884766,46.869998931884766,103308.0
2020-04-09,47.880001068115234,49.20000076293945,46.25,48.790000915527344,48.790000915527344,22410.0
2020-04-13,51.5,51.5,44.5,47.189998626708984,47.189998626708984,58926.0
2020-04-15,49.0,49.5,47.25,48.54999923706055,48.54999923706055,106275.0
2020-04-16,49.900001525878906,49.900001525878906,47.95000076293945,49.11000061035156,49.11000061035156,63803.0
2020-04-17,49.599998474121094,57.689998626708984,49.0099983215332,49.70000076293945,49.70000076293945,24607.0
2020-04-20,52.5,54.0,49.11000061035156,51.349998474121094,51.349998474121094,104566.0
2020-04-21,50.5,50.849998474121094,48.880001068115234,49.15999984741211,49.15999984741211,73678.0
2020-04-22,49.29999923706055,50.189998626708984,48.45000076293945,48.77000045776367,48.77000045776367,41302.0
2020-04-23,49.68000030517578,50.400001525878906,49.06999969482422,49.95000076293945,49.95000076293945,94819.0
2020-04-24,50.459999084472656,50.459999084472656,49.099998474121094,49.45000076293945,49.45000076293945,15039.0
2020-04-27,49.45000076293945,51.04999923706055,48.95000076293945,50.88999938964844,50.88999938964844,950970.0
2020-04-28,49.15999984741211,50.630001068115234,49.15999984741211,50.290000915527344,50.290000915527344,15347.0
2020-04-29,50.7400016784668,51.099998474121094,49.5,50.5,50.5,167891.0
2020-04-30,51.0,51.970001220703125,50.91999816894531,51.790000915527344,51.790000915527344,241310.0
2020-05-04,55.400001525878906,57.02000045776367,49.0099983215332,50.13999938964844,50.13999938964844,249907.0
2020-05-05,51.0,51.650001525878906,49.5,49.790000915527344,49.790000915527344,149600.0
2020-05-06,49.790000915527344,50.84000015258789,48.54999923706055,49.11000061035156,49.11000061035156,3798974.0
2020-05-07,50.459999084472656,50.54999923706055,49.58000183105469,49.709999084472656,49.709999084472656,141952.0
2020-05-08,51.20000076293945,51.20000076293945,48.54999923706055,49.439998626708984,49.439998626708984,22741.0
2020-05-11,49.5099983215332,50.470001220703125,49.029998779296875,49.540000915527344,49.540000915527344,180066.0
2020-05-12,49.54999923706055,50.09000015258789,48.810001373291016,49.27000045776367,49.27000045776367,21791.0
2020-05-13,49.27000045776367,52.29999923706055,46.029998779296875,50.2400016784668,50.2400016784668,46116.0
2020-05-14,52.29999923706055,52.29999923706055,40.04999923706055,50.0,50.0,217225.0
2020-05-15,49.849998474121094,50.29999923706055,49.04999923706055,50.040000915527344,50.040000915527344,224201.0
2020-05-18,50.779998779296875,50.779998779296875,47.599998474121094,48.79999923706055,48.79999923706055,67127.0
2020-05-19,49.0,49.470001220703125,47.11000061035156,48.09000015258789,48.09000015258789,209082.0
2020-05-20,48.5,49.279998779296875,48.09000015258789,48.70000076293945,48.70000076293945,32520.0
2020-05-21,48.5,49.75,48.5,49.0,49.0,43665.0
2020-05-22,49.0,49.439998626708984,48.400001525878906,48.58000183105469,48.58000183105469,180244.0
2020-05-26,50.779998779296875,50.779998779296875,48.58000183105469,49.0,49.0,159706.0
2020-05-27,49.0,49.369998931884766,48.709999084472656,49.209999084472656,49.209999084472656,15928.0
2020-05-28,49.5,50.650001525878906,47.83000183105469,50.47999954223633,50.47999954223633,48670.0
2020-05-29,50.599998474121094,51.900001525878906,50.0,51.36000061035156,51.36000061035156,121091.0
2020-06-01,51.650001525878906,52.5,51.5,52.119998931884766,52.119998931884766,48032.0
2020-06-02,52.119998931884766,54.209999084472656,52.0099983215332,53.529998779296875,53.529998779296875,38729.0
2020-06-03,54.0,54.54999923706055,52.7599983215332,53.16999816894531,53.16999816894531,378449.0
2020-06-04,53.9900016784668,53.9900016784668,52.75,53.31999969482422,53.31999969482422,529086.0
2020-06-05,53.93000030517578,55.650001525878906,52.0,54.0,54.0,50822.0
2020-06-08,55.0,55.0,53.0,54.029998779296875,54.029998779296875,109641.0
2020-06-09,55.77000045776367,55.77000045776367,53.7400016784668,53.79999923706055,53.79999923706055,29543.0
2020-06-10,54.95000076293945,54.95000076293945,53.54999923706055,54.380001068115234,54.380001068115234,16429.0
2020-06-11,54.349998474121094,55.150001525878906,54.0,54.0099983215332,54.0099983215332,15283.0
2020-06-12,53.04999923706055,55.88999938964844,52.61000061035156,55.279998779296875,55.279998779296875,23015.0
2020-06-15,55.869998931884766,55.869998931884766,52.79999923706055,54.0,54.0,31954.0
2020-06-16,54.0099983215332,55.86000061035156,54.0099983215332,54.560001373291016,54.560001373291016,67743.0
2020-06-17,54.70000076293945,55.099998474121094,54.18000030517578,54.2599983215332,54.2599983215332,202587.0
2020-06-18,54.54999923706055,55.0,53.619998931884766,54.959999084472656,54.959999084472656,195534.0
2020-06-22,56.70000076293945,61.41999816894531,55.150001525878906,58.02000045776367,58.02000045776367,245558.0
2020-06-23,58.88999938964844,58.88999938964844,56.5,57.5,57.5,1288027.0
2020-06-24,58.18000030517578,58.2400016784668,57.04999923706055,57.189998626708984,57.189998626708984,143135.0
2020-06-25,57.9900016784668,57.9900016784668,56.65999984741211,57.209999084472656,57.209999084472656,197805.0
2020-06-26,57.27000045776367,58.5,56.90999984741211,57.70000076293945,57.70000076293945,298141.0
2020-06-29,57.75,57.75,56.029998779296875,56.630001068115234,56.630001068115234,127054.0
2020-06-30,56.689998626708984,57.790000915527344,56.040000915527344,56.630001068115234,56.630001068115234,122444.0
2020-07-01,56.79999923706055,57.20000076293945,55.0,55.84000015258789,55.84000015258789,42952.0
2020-07-02,56.4900016784668,57.849998474121094,56.15999984741211,57.11000061035156,57.11000061035156,35476.0
2020-07-06,57.88999938964844,58.75,57.540000915527344,58.720001220703125,58.720001220703125,76762.0
2020-07-07,59.0,59.130001068115234,57.0099983215332,58.66999816894531,58.66999816894531,156437.0
2020-07-08,59.0,59.38999938964844,57.0,58.86000061035156,58.86000061035156,160658.0
2020-07-09,58.79999923706055,59.2400016784668,58.40999984741211,58.63999938964844,58.63999938964844,27006.0
2020-07-10,58.63999938964844,58.79999923706055,57.81999969482422,58.56999969482422,58.56999969482422,113902.0
2020-07-13,58.95000076293945,59.0,57.5099983215332,58.189998626708984,58.189998626708984,108957.0
2020-07-14,58.2400016784668,58.91999816894531,57.130001068115234,57.63999938964844,57.63999938964844,36289.0
2020-07-15,54.0,58.099998474121094,54.0,56.83000183105469,56.83000183105469,1325640.0
2020-07-16,56.18000030517578,57.810001373291016,56.18000030517578,57.20000076293945,57.20000076293945,37281.0
2020-07-17,57.20000076293945,58.349998474121094,56.939998626708984,57.91999816894531,57.91999816894531,37694.0
2020-07-20,58.0,58.97999954223633,58.0,58.5099983215332,58.5099983215332,90384.0
2020-07-21,58.54999923706055,59.79999923706055,58.54999923706055,58.90999984741211,58.90999984741211,70948.0
2020-07-22,60.0,60.0,58.79999923706055,58.939998626708984,58.939998626708984,23044.0
2020-07-23,59.88999938964844,59.88999938964844,58.5099983215332,58.84000015258789,58.84000015258789,22337.0
2020-07-24,59.0,59.41999816894531,58.59000015258789,59.04999923706055,59.04999923706055,54220.0
2020-07-27,47.650001525878906,59.40999984741211,47.650001525878906,58.400001525878906,58.400001525878906,57067.0
2020-07-28,58.869998931884766,58.900001525878906,58.040000915527344,58.47999954223633,58.47999954223633,28627.0
2020-07-29,59.0,59.4900016784668,58.529998779296875,59.189998626708984,59.189998626708984,88121.0
2020-07-30,59.5,62.68000030517578,57.79999923706055,58.63999938964844,58.63999938964844,1176009.0
2020-07-31,58.79999923706055,58.939998626708984,58.279998779296875,58.66999816894531,58.66999816894531,5891.0
2020-08-03,58.0,59.38999938964844,58.0,59.13999938964844,59.13999938964844,94450.0
2020-08-04,59.220001220703125,59.70000076293945,58.52000045776367,59.470001220703125,59.470001220703125,2942886.0
2020-08-05,58.0,66.0,58.0,59.72999954223633,59.72999954223633,93902.0
2020-08-06,60.95000076293945,60.97999954223633,59.95000076293945,60.45000076293945,60.45000076293945,347758.0
2020-08-07,60.45000076293945,62.290000915527344,60.45000076293945,61.41999816894531,61.41999816894531,43514.0
2020-08-10,62.2599983215332,63.0,61.029998779296875,62.720001220703125,62.720001220703125,15387.0
2020-08-11,62.720001220703125,63.0,61.970001220703125,62.34000015258789,62.34000015258789,27995.0
2020-08-12,62.939998626708984,62.939998626708984,61.83000183105469,62.16999816894531,62.16999816894531,40679.0
2020-08-13,62.61000061035156,62.75,62.20000076293945,62.689998626708984,62.689998626708984,28974.0
2020-08-14,62.790000915527344,63.439998626708984,62.25,62.2599983215332,62.2599983215332,66828.0
2020-08-17,62.310001373291016,62.88999938964844,62.2599983215332,62.540000915527344,62.540000915527344,38390.0
2020-08-18,62.97999954223633,64.4000015258789,62.56999969482422,63.25,63.25,353356.0
2020-08-19,63.349998474121094,64.05000305175781,63.349998474121094,63.959999084472656,63.959999084472656,1966807.0
